Reviews,First Name,Last Name,Avg Difficulty,Avg Rating,Department,Comment,Difficulty Rating,Grade,Clarity Rating,Rating Tags
3208,Jimin,Ding,3.8,2.8,Mathematics,"I went in knowing quite a lot of  stats and still did not do well. She does not present the material clearly (in part due to her accent). Her exams are largely controlled by a small amount of poorly worded multiple choice; in short, if you get a few wrong your grade suffers A LOT. The exams are not a good indicator if you know the material.",5,,1,
3209,Jimin,Ding,3.8,2.8,Mathematics,She is hard too understand,4,Not sure yet,3,
3210,Jimin,Ding,3.8,2.8,Mathematics,Awful. Just plain awful. I went into this class loving statistics and now I'm unsure if I even want to continue with a math major.,5,,1,
3211,Jimin,Ding,3.8,2.8,Mathematics,"She writes everything important on the board, and is usually clear with examples. She seems to genuinely care whether the students are following her, and does her best to answer questions in class and office hours. Has reasonable expectations overall.",3,,4,
3212,Jimin,Ding,3.8,2.8,Mathematics,"Class is somewhat boring, attendence rate is about 60%. However, class notes are wonderful and helpful, and the professor is nice.",2,,4,
3213,Jimin,Ding,3.8,2.8,Mathematics,She does not make the difficult subject matter enjoyable or easy to understand. Her accent is very strong and she does not explain things well. She usually just repeats what is in the textbook and does not help get you prepared for exams or SAS homeworks. Try to set up a study group for this class.,5,,1,
3214,Jimin,Ding,3.8,2.8,Mathematics,"Ding is a very sweet woman who tries very hard to be a good teacher... she really, really does. Sadly, however, she is still without question the single worst teacher I have yet to encounter in my academic career. She basically copies the book VERBATIM onto the chalkboard and then proceeds to read it super fast and explain NOTHING.",5,,2,
3215,Jimin,Ding,3.8,2.8,Mathematics,"The exams are easy, but the grading for the homework assignments was somewhat arbitrary and poorly explained. This wouldn't be a big problem if the homework wasn't a substantial portion of one's grade, but it is.",2,,3,
3216,Jimin,Ding,3.8,2.8,Mathematics,Useless lectures. She literally reads from slides from time to time. Refuses to help outside class.,4,,1,
3217,Jimin,Ding,3.8,2.8,Mathematics,"Ok professor. Subject can get very boring and tedious. She teaches pretty much straight from the book, but it is worth it to go to class because she does a much better job of explaining material than the book does. Tests are difficult but it's the calculations that make it difficult- not so much the content. Fair grader.",2,,3,
3218,Jimin,Ding,3.8,2.8,Mathematics,"Decent professor, considering how mind-numbingly boring the topic can be. Assignments are fair, though they often take much longer than you would expect. Exams are really tough - found it hard to anticipate what would be asked.",4,,3,
3219,Jimin,Ding,3.8,2.8,Mathematics,"Professor Ding is really great at being available for office hours.  Her lecture style is clear and efficient.  The exams are brutal though.  BRUTAL.  Weekly homeworks: not so bad, as long as you don't try to do it all on Sunday night every time.",4,,4,
3220,Nathan,Dize,2.8,5,Languages,"This was prof Dize's first semester at WashU, but I hope he sticks around for a while. I had terrible experiences with French prior to this class, but he completely changed my perspective. While the course is difficult, he is more than willing to meet outside of class and help however he can. One of the most caring professors I have ever had! ",4,B,5,Participation matters--Caring--Accessible outside class
3221,Nathan,Dize,2.8,5,Languages,"Wonderful Class! Nathan makes so many awful yet wonderful jokes, and he truly wants to help you learn. The class is fast, so you have to learn a lot of vocabulary and grammar really fast; however, Nathan makes it really enjoyable and understands",3,A,5,Respected--Participation matters--Hilarious
3222,Nathan,Dize,2.8,5,Languages,It's an easy introduction to French and Nathan doesn't want anyone to be left behind or lost. He is willing to change a few things up to best work with students and is always making time to be able to help students outside of class. Is passionate about the language and tries to make learning it fun. Lots of partner speaking activities in class,1,A+,5,Participation matters--Hilarious--Caring
3223,Ram,Dixit,3.4,5,Biology,Dr. Dixit is the best in the bio department. Cell bio was extremely interesting and well taught. At times there was a lot of material but he is very reasonable on tests and quizzes. ,4,A,5,Amazing lectures --Respected
3224,Ram,Dixit,3.4,5,Biology,"One of the best professors at WashU! Conveys tricky concepts in a very clear and understandable way. Lots of memorization, but totally manageable if you put in the work. Dixit really wants his students to succeed. He posts study guides that make very clear what he expects you to know on exams, quizzes, etc. 10/10 recommend!",3,A,5,Respected--Clear grading criteria--Amazing lectures
3225,Ram,Dixit,3.4,5,Biology,Prof. Dixit is one of the best biology professor at this uni. He is truly a gem. Cell bio was a very good class because it really helped me truly learn the biology I shouldve learned from 2960 and more which tied it together. The exams r pretty straightforward. I would STRONGLY advise going to lecture bc there r some in class activities that count,4,B+,5,Amazing lectures--Lecture heavy--Caring
3226,Ram,Dixit,3.4,5,Biology,Phenomenal lecturer. Explains concepts very clearly. This class is not easy though. A lot of memorization is required but if you study hard you'll do fine.,4,,5,
3227,Ram,Dixit,3.4,5,Biology,"Best lecturer I've had so far. Tests are pretty difficult, but very fair. Everything is covered but there is a lot of content to cover. Really nice and clear lecturer.",4,A,5,Respected--Amazing lectures--Lecture heavy
3228,Ram,Dixit,3.4,5,Biology,"Dr. Dixit teaches a good cell bio class. He clearly puts a lot of work into his lectures and has now made his online lectures (Covid) only an hour long instead of an hour and 20 minutes, which is quite nice. I have learned a lot in this class and it's clear that Dixit cares a lot about his teaching.",3,A,5,Respected--Accessible outside class--Test heavy
3229,Ram,Dixit,3.4,5,Biology,"This dude Dixit a real one. He gives amazingly clear lectures of compelling topics that give you a strong foundational knowledge of biological processes at the cellular level, which are especially helpful for those interested in scientific research. One of the best WUSTL has to offer.",3,A,5,Gives good feedback--Respected--Amazing lectures
3230,Ram,Dixit,3.4,5,Biology,Describes things perfectly. Great lecturer. Favorite class and lecturer at WUSTL.,4,A,5,Tough Grader--Amazing lectures--LECTURE HEAVY
3231,Ram,Dixit,3.4,5,Biology,"this class is like a class in med school. Fast pace, but it really prepares you. Dixit is an incredible lecturer. Must take.",4,A,5,
3232,Ram,Dixit,3.4,5,Biology,"Absolutely phenomenal lecturer. Makes even the most unintuitive concepts understandable and was prepared for pretty much any question a student could ask. Definitely among the best lecturers I've ever had. Tests are a lot of memorization, but that's to be expected in a biology course.",3,,5,
3233,Ram,Dixit,3.4,5,Biology,"Great professor, very thorough with his slides and seems to think of everything. Connects concepts throughout the class; LOTS of memorization, but very doable if you put in the time. TAs are helpful and are great with regrades. VERY fair class , Dr. Dixit definitely wants to see students succeed.",2,,5,
3234,Ram,Dixit,3.4,5,Biology,Very practical and helpful. VERY reasonable with regrades. Tests and quizes are straightforward and very similar to practice exams. Is very efficient with class time and teaches in a way that makes complicated concepts seem easy. One of my favorite professors at Wash U. Definitely recommended course!,2,A-,5,
3235,Ram,Dixit,3.4,5,Biology,"Awesome professor who teaches extremely interesting material (cell signaling is awesome!). Very nice guy who genuinely wants to see you do well. Memorization heavy class, which means that most questions on exams and quizzes are straight forward as long as you've studied. I recommend studying at least 5 days in advance for exams (2 for quizzes).",3,,5,
3236,Nick,Dolan,1,5,Music,"Nick is one of the TAs for the Essential Elements of Music and makes the class fun/interesting. He provides many examples and great feedback on the lesson plans we show in front of the class. Nick also talks about cultural differents and how to create a safe environment in a classroom. The assignments, midterms, and final projects are super easy.",1,A+,5,Participation matters--Group projects--Amazing lectures 
3237,Jody,Doran,3.8,4.4,Languages,"I think the class wasn't exceedingly difficult, but she is definitely a hard grader. I think the most hard aspect was the papers but she is willing to help. ",3,A,3,Tough grader--Participation matters--Group projects
3238,Jody,Doran,3.8,4.4,Languages,"Professor Doran in my opinion has all my respect. I will say she called out on my BS but because I deserved it. She grades pretty tough but as long as you participate and do the few readings you'll be good. I also disagree with the low reviews.She's caring, understandable, and accessible if you missed an exam like I did. So props to this professor!",2,B+,5,Caring--Respected
